"ID","Name","Description","Type","Parent Customer ID","Bill to Parent","Status","Website","Billing Batch","Payment Terms","Currency","Billing Cycle Day","Auto-Pay","Allow Customer to Disable Auto-Pay","Tax Exempt","Account Balance","Price Book ID","Gateway Name","Gateway Account Name","Payment Gateway ID","Billing Contact ID","Shipping Contact ID","ACH Credit Account Number","ACH Credit Routing Number","ACH Credit Bank Name","ACH Credit Swift Code","ACH Payment Enabled","Canadian Pre-Authorized Payment Enabled","ACH Credit Payment Enabled","Credit Card Payment Enabled","Affirm Payment Enabled","Payment Processing Fee Enabled","Portal Status","Last Invoice Date","Contracted MRR","Discounted CMRR","Contracted ARR","Discounted CARR","Print Enabled","Email Enabled","Integration Status","Integration Failed At","Integration Failed At Avalara","Integration Failed At Quickbooks","Created By","Updated By","Created Date","Updated Date","Implementation Budgeted Hours","Project Lead","Project Type","Target Project End Date","Implementation Hours Consumed to Date","Premium Support","Premium Support Hours","CSM","Use Case Notes","Data Cleanup Date","Implementation - Summary","Target Go Live Date","Actual Go Live Date","GL","Last Connect Date","Client Sentiment","Product Issues","Implementation - Lead","Implementation - Kickoff Date","Implementation - Running Notes","Customer Sentiment","Planned Integrations","Target Implementation End Date","Other Risk","PO Number","Date of non-renewal","Sales Rep","quickbooks_id","Renewal Notes","Customer Success - Notes","Implementation - T&M Start Date","Challenges and Opportunities","Stickiness Factor","salesforce_id","Database Location","avalara_entity_use_code","avalara_customer_code","business_identification_num","netsuite_id","Tier","Term Notes","Amount Remaining in Tier","Invoice Usage","Implementation - Project Health","Database ID","Tier Maximum Invoicing Value","Graduation Line Nearing?","Client Status"
"C-00177","Power Chord","","business","","","Active","","Default","Net 10","USD","10th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00437","CT-00437","","","","","Yes","No","No","No","No","No","","2025-02-28","6958.33","5916.67","83500.00","71000.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2025-02-28 20:43:08 UTC","2025-07-30 16:14:47 UTC","0","Neil","Implementation","2025-07-01","0","No","0","","","","","2025-04-15","","Netsuite","","1 Green","3 enhancements needed: 

1.(released) they need the self service enhancement to enbale multiple checkouts depending on the landing page( no internal tech resources relying on ordways enhancements for this) COMPLETED
2.(going to prioritize SSO first and then take this up) Billing portal in Iframe to embedd, Having Jayashree Follow up with client to make sure we are building for their actual requirements. This wont get released until October.
3. Now Q 3 Hubspot enhancements to handle change orders/renewal deals. SSP - and tax not present","","","","","","","","","","Meghan","682","","","","Phase 1 is live. New product brought to market and Client has first contract live in Ordway (its a free trial).

Phase 2: Self check out portal with different landing pages for different partners. Neil is meeting with client 5/2/25 to see if the multiple landing pages requirement might go away which would make things simpler. Also go live for their existing customer.  Open question is do they want to go live manually before the HS integration is live.","","","","","C-00177","","","","","0.00","0.00","Green","","0.00","","Partially Live"
"C-00178","Actuate AI","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_RxwdjaRYwK3n9l","CT-00438","CT-00438","","","","","Yes","No","No","No","No","No","","2025-03-17","3300.00","3150.00","39600.00","37800.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2025-03-14 12:38:40 UTC","2025-07-30 16:14:47 UTC","0","Neil","Implementation","2025-06-17","0","No","0","","","","","2025-06-01","","","","2 Yellow","Raw data injestion functionality for usage","","","","","","","","","","Yoni","685","","","","Usage based , with  discounts based on active subscriptions.. Workflow needed to  apply discounts based on volume.

some questions aroudn ordway being able to process/handle millions of usages each month. - we're asking them to send usage once per month at the end of the month which wont be an issue. If they send daily then Ordway would have to potentially delete the old usage and create new usage becaues the usage might need to get moved to a different charge (which is what we want to avoid).

confusion around mapping the data from their DB to Ordway.

They need their usage (camera info) to go to the correct subcharge and they agreed during sales cycle to do this calculation on their side before sending over the data. On the call last week they made a big deal about this that they don't want to do that but they agreed to look internally to see if they could. Project is definitely a bit at risk but pushing to have them continue.","","","","","C-00178","","","","","0.00","0.00","Green","","0.00","","Implementing"
"C-00179","Community","","business","","","Active","","Default","Net 10","USD","14th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00440","CT-00440","","","","","Yes","No","No","No","No","No","","2025-03-28","5662.50","4000.00","67950.00","48000.00","Yes","Yes","success","","","","subbu.venkiteswaran@ordwaylabs.com","sg@ordwaylabs.com","2025-03-28 15:35:50 UTC","2025-07-30 16:14:47 UTC","0","Neil","Implementation","2025-08-31","0","No","0","","","","","2025-08-01","","","","1 Green","https://ordwaylabs.zendesk.com/agent/tickets/18059   Upgrading to a new usage plan. Cannot close out old plan on say 30 June and add new plan from 1 June","","","","","","","","","","Renewal","688","","","","Had initial calls with SFDC/Alex and also their project lead to answer initial questions.

generic prepay use case where once the prepay amount is fully consumed, there is a different pricing table that is applied. Can have usage just go to the 'other' charge (with different pricing) once prepaid amount is fully consumed? They also have a priority list of which sub charge gets the prepay first, second, and third.","","","","","C-00179","","","","","0.00","0.00","Green","","0.00","","Implementing"
"C-00180","AmpUp, Inc.","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_S6d2JYOiNdry6u","CT-00441","CT-00441","","","","","Yes","No","No","No","No","No","","2025-04-10","2200.00","1866.67","26400.00","22400.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2025-04-10 12:15:08 UTC","2025-07-30 16:14:48 UTC","0","Nick","Implementation","2025-07-31","0","No","0","","","","","2025-09-01","","","","1 Green","","Nicholas Caligaris","","","","","","","","","Yoni","689","","","","","","","","","C-00180","","","","","0.00","0.00","Green","","0.00","","Implementing"
"C-00181","DNV Maritime Software AS","","business","","","Active","","Default","Net 30","USD","2nd Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_SU9uQX9XksdZOm","CT-00442","CT-00442","","","","","Yes","No","No","No","No","No","","2025-05-27","3716.67","3300.00","44600.00","39600.00","Yes","Yes","failed","2025-07-30 15:53:41 UTC","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2025-05-27 15:32:52 UTC","2025-07-30 16:14:48 UTC","0","Neil","Implementation","2025-09-01","0","No","0","","","","","2025-09-01","","","","1 Green","","","","","","","","","","","Renewal","697","","","","","","","","","C-00181","","","","","0.00","0.00","Green","","0.00","","Implementing"
"C-00182","TipHaus","","business","","","Active","","Default","Net 15","USD","17th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_SRHrh5CimIg4aU","CT-00443","CT-00443","","","","","Yes","No","No","No","No","No","","2025-05-30","5283.33","2283.33","63400.00","27400.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2025-05-31 00:23:24 UTC","2025-07-30 16:14:48 UTC","0","Nick","Implementation","2025-09-01","0","No","0","","","","","2025-09-01","","","","1 Green","","Nicholas Caligaris","","","","","","","","","Yoni","704","","","","","","","","","C-00182","","","","","0.00","0.00","Green","","0.00","","Implementing"
"C-00183","Cova","","business","","","Active","","Default","Net 10","USD","14th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_SbfTtVHc1FMp7k","CT-00446","CT-00446","","","","","Yes","No","No","No","No","No","","2025-07-02","4816.67","4816.67","57800.00","57800.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2025-06-29 12:41:41 UTC","2025-07-30 16:14:49 UTC","0","Nick","Implementation","","0","No","0","","","","","","","","","","","Nicholas Caligaris","","","","","","","","","Meghan","706","","","","","","","","","C-00183","","","","","0.00","0.00","Green","","0.00","","Not Started"
"C-00184","Foley","","business","","","Active","","Default","Net 10","USD","14th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_SbxzOcZ42shVdI","CT-00447","CT-00447","","","","","Yes","No","No","No","No","No","","2025-07-01","10400.00","10400.00","124800.00","124800.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2025-06-29 12:46:51 UTC","2025-07-30 16:14:49 UTC","0","","Implementation","","0","No","0","","","","","","","","","","","","","","","","","","","","Kirby","707","","","","","","","","","C-00184","","","","","0.00","0.00","Green","","0.00","","Not Started"
"C-00185","Equipifi, Inc","","business","","","Active","","Default","Net 30","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_SdvPvEh3YV9R9O","CT-00448","CT-00448","","","","","Yes","No","No","No","No","No","","2025-07-04","2000.00","1580.00","24000.00","18960.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2025-07-06 11:59:45 UTC","2025-07-30 16:14:49 UTC","0","Nick","Implementation","","0","No","0","","","","","","","","","","","Nicholas Caligaris","","","","","","","","","Yoni","709","","","","","","","","","C-00185","","","","","0.00","0.00","Green","","0.00","","Not Started"
"C-00186","Procurement Sciences","","business","","","Active","","Default","Net 10","USD","17th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_SlRmVRYLpqSOXQ","CT-00449","CT-00449","","","","","Yes","No","No","No","No","No","","2025-07-27","2616.67","2083.33","31400.00","25000.00","Yes","Yes","success","","","","sg@ordwaylabs.com","nicholas.caligaris@ordwaylabs.com","2025-07-27 16:13:10 UTC","2025-08-05 14:56:55 UTC","0","","","","0","No","0","","","","","","","","","","","Nicholas Caligaris","","","","","","","","","Meghan","717","","","","","","","","","C-00186","","","","","0.00","0.00","Green","","0.00","","Not Started"
"C-00188","Pallon","","business","","","Active","","Default","Net 10","USD","18th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_SmAsGzNDF6FlDN","CT-00450","CT-00450","","","","","Yes","No","No","No","No","No","","2025-07-30","3033.33","2416.67","36400.00","29000.00","Yes","Yes","failed","2025-07-30 16:00:09 UTC","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2025-07-27 18:04:49 UTC","2025-07-30 16:14:50 UTC","0","","","","0","No","0","","","","","","","","","","","","","","","","","","","","Meghan","718","","","","","","","","","C-00188","","","","","0.00","0.00","Green","","0.00","","Not Started"
"C-00187","VIVE, LLC","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","40000.00","","Stripe","Stripe","cus_SoT3danXeHMa60","CT-00451","CT-00451","","","","","Yes","No","No","No","No","No","","2025-08-01","2200.00","2200.00","26400.00","26400.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2025-07-27 18:05:10 UTC","2025-07-30 16:14:50 UTC","0","","","","0","No","0","","","","","","","","","","","","","","","","","","","","Tom","719","","","","","","","","","C-00187","","","","","0.00","0.00","Green","","0.00","","Not Started"
"C-00189","15Five","","business","","","Active","","Default","Net 10","USD","18th Day Of The Month","No","Yes","No","78375.00","","Stripe","Stripe","cus_SmXKYK48yeL4hz","CT-00452","CT-00452","","","","","Yes","No","No","No","No","No","","2025-07-31","6875.00","6531.25","82500.00","78375.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2025-07-27 18:05:50 UTC","2025-07-31 19:24:56 UTC","0","","","","0","No","0","","","","","","","","","","","","","","","","","","","","Meghan","720","","","","","","","","","C-00189","","","","","0.00","0.00","Green","","0.00","","Not Started"
"C-00001","Spotluck, Inc","","business","","","Active","","Default","Due on Receipt","USD","1st Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","cus_AafK4Z6YGcQcAJ","CT-00001","CT-00001","","","","","Yes","No","No","No","No","No","","2021-02-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2017-05-03 19:54:30 UTC","2025-07-30 16:13:38 UTC","0","","","","0","No","0","","","","","","2018-06-01","QBO","","","","","2018-05-01","","","","","","","","Renewal","7","","","","","","","","","C-00001","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00002","Aspire",".","business","","","Active","","Default","Net 30","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00002","CT-00002","","","","","Yes","No","No","No","No","No","","2018-10-15","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2017-07-20 16:20:41 UTC","2025-07-30 16:13:39 UTC","0","","","","0","No","0","","","","","","","","","","","","","","","","","","","Implemented under Aspire IQ later. Still live","Renewal","10","","","","","","","","","C-00002","","","","","0.00","0.00","Green","","0.00","","Churned"
"C-00003","ListReports",".","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00003","CT-00003","","","","","Yes","No","No","No","No","No","","2025-07-02","14083.33","14083.33","169000.00","169000.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2018-02-08 18:10:55 UTC","2025-07-30 16:13:39 UTC","0","Vijay","Implementation/Ongoing Hypercare","2024-10-31","0","No","0","","","","","","","QBO","2024-07-08","2 Yellow","PRODUCT

https://ordwaylabs.zendesk.com/agent/tickets/18289 Reactivate Subscription - Issue with the current process. User currently has to open closed period to delete rev JE to reactivate sub which was cancelled in open period

https://ordwaylabs.zendesk.com/agent/tickets/16741  - Asking to move the 'email' button from the bottom of the page to the top so they don't have to scroll through 3 scroll bars. Not a blocker but Dawn brings this up every other week when we meet.  

https://ordway.atlassian.net/browse/AN-4206 - Aging Report numbers showing next month's (blocker to move to analytics) this was deployed (as of 7/2/25)","Sameer Gulati","2017-12-01","","Satisfied","","","Cost is getting high and might cause friction","","","Renewal","12","","Nov 22, 2022: Met Dawn and John (MBS Highway) with Sameer, Max, Sneha, Aberna: 1. They are merging and will incorporate Ordway as the system of record for MBSH as well 2. They will get Adi involved as per Sameer's request as he was part of the initial implementation years back 3. Create a custom report to see previous unposted revenue lines 4. Auto reminder is not working, would like to see why","","Financial periods are closed through end of 2024

Vijay still helping with occasional bulk billing runs for certain customers. but will switch to bi-monthly CSM calls in March

CS Helping them with reports","","","US","","C-00003","","","","","-7191944.28","7191944.28","Green","17","0.00","","Live - Support"
"C-00004","Klara Technologies Inc.","","business","","","Active","","Default","Net 30","USD","1st Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","","CT-00004","CT-00004","","","","","Yes","No","No","No","No","No","","2024-04-27","2166.67","2166.67","26000.00","26000.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2018-04-07 14:45:33 UTC","2025-07-30 16:13:40 UTC","0","","None","","0","No","0","","","","","","","QBO","2023-08-30","1 Green","","Tracy Henriques","2018-02-01","","Business Risk","","","Acquired by ModMed and gave given notice but not target date given.","","","Renewal","13","","Klara was acquired by ModMed and are renewing for their last term, as they have been mandated to use ModMed's billing platform. We are working on a 12 month renewal with a 6 month out clause in preparation for this, and trying to get information as to what the platform is, since we were asked to work on the renewal with a third party firm (TropicApp)","","No Ordway usage since august 2024","","","US","","C-00004","","","","","-802723.91","802723.91","Green","19","0.00","","Churning"
"C-00005","Gimlet Media","","business","","","Active","","Default","Net 30","USD","1st Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","","CT-00005","CT-00005","","","","","Yes","No","No","No","No","No","","2018-09-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2018-08-29 17:00:35 UTC","2025-07-30 16:13:40 UTC","0","","","","0","No","0","","","","","","","QBO","","","","","","","","","","","","","Renewal","8","","","","","","","","","C-00005","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00006","Qu, POS, Inc.","","business","","","Active","","Default","Due on Receipt","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_E5ZqWeRUbAtSWG","CT-00006","CT-00006","","","","","Yes","No","No","No","No","No","","2025-05-02","6364.59","6364.59","76375.00","76375.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2018-08-29 17:27:12 UTC","2025-07-30 16:13:41 UTC","0","Alex, Max, Pavel","Hypercare Project","2025-02-28","0","No","0","","","","","2024-10-01","2024-10-01","QBO","2023-08-02","1 Green","","Tracy Henriques","2018-11-01","Client updates have been slow in coming as they work on cleaning up their accounts. Alex has worked with them throughout. Next session is 8/25 for importing process","Business Risk","","2021-08-31","","","","Renewal","9","","6/16 - Next steps? SIC and Working History? 6/29 - Eren working on customer video with customer. 12/18 - Asked SG if he can lead CardConnect service call with Sachin 12/21 - Scheduled call with Sachin/SG on 1/4 for CardConnect service 4/15 - Rob sent reminder to Sly to book call next week 6/12 - Ken to reach out to Kickoff SFDC project 7/9 - Alex: Long meeting on 7/7. Gave homework (need to update Products, and straight line customers and opportunities). Next meeting - week of July 12 8/18 - Alex: mid-Sept launch. QuPos working on transforming products/plans 9/22/21 - Invited Sachin to HBR","","Working through some NS sync items on payments/payment application

Need to help them close the books and adjust DR as of X date","","","US","","C-00006","","","Tier 1","","6965448.00","3034552.00","Green","23","10000000.00","","Live - Hypercare"
"C-00007","BAO Systems","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_FqTh3qtSXfScjj","CT-00007","CT-00007","","","","","Yes","No","No","No","No","No","","2023-02-01","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2018-08-29 17:49:15 UTC","2025-07-30 16:13:41 UTC","0","","","","0","No","0","","","","","","2018-11-01","Intacct","","","","Sameer Gulati","2018-10-01","","Satisfaction Risk","","","CFO has moved to a different company, they also informed TMH on 4/1 that they moved the majority of their business off of OrdwayEnsure support through transition","","Champion Left The Company -- Reorg","Renewal","11","6/26/23-gave email notice to Max of non-renewal.","Product Feedback. Michael shared he experienced more bugs with our platform recently. Along with introducing our SVP of Product/Engineering (Subbu is now connected), we would encourage submitting a Support ticket so our Engineering team can investigate/resolve.","","","","","US","","C-00007","","","Tier 3","","10141683.28","9858316.72","Green","44","20000000.00","","Churned"
"C-00008","Dispatch","-","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_DxhylzzlaDzuZq","CT-00008","CT-00008","","","","","Yes","No","No","No","No","No","","2025-04-01","7050.00","7050.00","84600.00","84600.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2018-08-29 18:05:53 UTC","2025-07-30 16:13:41 UTC","0","","None","","0","No","0","","","","","","","NetSuite","2023-10-15","1 Green","STATEMENTS - They would like the ability to get point-in-time account balance on the statements","Tracy Henriques","2018-11-01","","Business Risk","","","","","","Renewal","14","","10/25/21 - Christine asked to push 10/27/21 QBR to 4/20/22 09/30/22 - Jason asked for non-renewal as they wanted to move to NetSuite ERP solution and discontinue Ordway. They requested some extension along with it for ease of data transfer. Max R will share options with them. Date of non-renewal to be added.","","New team is happy with Ordway. We meet them every month for any help needed on processes","","","US","","C-00008","","","Tier 4","","19137086.21","10862913.79","Green","50","30000000.00","","Live - Support"
"C-00009","CareMessage","","business","","","Active","","Default","Due on Receipt","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00009","CT-00009","","","","","Yes","No","No","No","No","No","","2019-09-05","0.00","0.00","0.00","0.00","Yes","No","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2018-09-20 21:11:29 UTC","2025-07-30 16:13:42 UTC","0","","","","0","No","0","","","","","","","QBO","","","","","","","","","","","","","Renewal","18","","","","","","","","","C-00009","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00010","VestWell",".","business","","","Active","","Default","Net 10","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_DiJNsP5cSRCRS9","CT-00010","CT-00010","","","","","Yes","No","No","No","No","No","","2024-09-15","4700.00","4400.00","56400.00","52800.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2018-09-20 21:16:04 UTC","2025-07-30 16:13:42 UTC","0","Sneha","Hypercare Project","","0","No","0","","","","","","","Intacct","2024-07-08","2 Yellow","PRODUCT ENHANCEMENT
https://ordway.atlassian.net/browse/BIL-8476 They need to be able to ""print"" DRAFT invoices but in our current setup we cannot print more than 50 draft invoices at one time although we can use the main print option to print as many posted invoices as possible. They need to do this more frequently not (not just quarterly) so it is a more frequent time suck - Dev is done

REPORTING
They want a report to show usage tiers in all detail. Currently not supported in analytics.","Max Rosenberg","2019-01-01","","Satisfied","","","","","","Renewal","27","","7/14/22 - barely over the current term tier (but well over the trailing 365) - reach out to Vestwell to let them know they will be moving up a tier at renewal. 3/9/2022: for the most part everything is going well, they're primary user is the billing ops person and there is not much ""management"" involvement with the use of the product. Should we figure out how to get executive level audience to discuss strategy on the product? They recently raised $70M. Their initial structure was two subscriptions per customer and the charges were defined between the sponsor and participant. In Dec 2020, they wanted to combine all charges into one subscription, driven by salesforce, because there would/be only one opportunity in Salesforce. We moved the custom field and we did a data migration (import usage monthly, invoice quarterly). They have custom fields at the customer level. The custom fields help delineate invoices as some that are sent out some are not.","","Sneha currently working with OPS to run script quarterly to pull invoice PDFs in draft status.","","","US","","C-00010","","","Tier 1","","1762112.08","3237887.92","Green","49","5000000.00","","Live - Support"
"C-00011","Everhire","","business","","","Active","","Default","Net 7","USD","3rd Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_E6KNnTDl7FIGr1","CT-00011","CT-00011","","","","","Yes","No","No","No","No","No","","2021-09-10","0.00","0.00","0.00","0.00","No","No","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2018-10-02 17:39:17 UTC","2025-07-30 16:13:43 UTC","0","","","","0","No","0","","","","","","2019-01-15","QBO","","","","","2018-12-03","","","","","","","","Renewal","19","","","","","","","","","C-00011","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00012","NationBuilder","","business","","","Active","","Default","Net 10","USD","15th Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","","CT-00012","CT-00012","","","","","Yes","No","No","No","No","No","","2020-11-15","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2018-12-08 02:45:51 UTC","2025-07-30 16:13:43 UTC","0","","","","0","No","0","","","","","","","NetSuite","","","","","","","","","","","","Churn Due To Customer Technical Issues","Renewal","24","","","","","","","","","C-00012","","","","","0.00","0.00","Green","","0.00","","Churned"
"C-00013","Axial","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","Yes","Yes","No","0.00","","Stripe","Stripe","cus_EWtVwenFvRTpr0","CT-00013","CT-00013","","","","","Yes","No","No","No","No","No","","2021-04-10","0.00","0.00","0.00","0.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2018-12-16 13:36:56 UTC","2025-07-30 16:13:43 UTC","0","","","","0","No","0","","","","","","","QBO","","","","","","","","","","","","","Renewal","25","","","","","","","","","C-00013","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00014","Heartland Retail","Springboard Retail acquired by Heartland Retail in June 2020","business","","","Active","","Default","Net 30","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_EHATHHEIpypP1x","CT-00254","CT-00254","","","","","Yes","No","No","No","No","No","","2025-01-31","14341.67","14341.67","172100.00","172100.00","Yes","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2019-01-01 00:08:27 UTC","2025-07-30 16:13:44 UTC","175","Neil","Implementation/Ongoing Hypercare","2024-12-31","102.45","No","0","","","","","2024-10-01","2024-10-01","Fusion","2024-01-04","1 Green","REPORTING
https://ordwaylabs.zendesk.com/agent/tickets/15869 - Enhancement request,  for looker, Need audit field ""status change update and version change date bought into looker for Heartland Audit report.","Neil Pritchard","2023-02-22","20 December <br />
Design underway,<br />
SFDC connected and working through build<br />
Straw man use cases complete<br />
Slow start, but aim to catch up<br />
 <br />
<br />
<br />
 ","Satisfied","Avalara,Stripe,Salesforce","2024-10-01","","","","Renewal","26","","","","There is another business unit that inquired about Ordway and we did a call. Kirby is running point on that but they were not super forthcoming and wouldnt share how big their business is.

Recently saw an email come through where someone on their side said ""Ordway is not the long term"" and we followed up with Jason. He said they love ordway and it has gone super smooth and thats why the other group is looking at it. 
from Jason: ""There's lots of internal discussions and push and pull right now. Accounting wants to move to Oracle for all orgs in the company, and different billing teams want to move to Ordway for the functionality benefits. As of now there's a large gap between Oracle and Ordway capabilities. So that's the give and take discussions. And I don't know where anything is going to end up at this point. But expect nothing to change any time soon. 

Things have absolutely gone great with Ordway and many people in the company are aware. That's why other teams are inquiring about Ordway. So there's no current complaints about gaps and everyone on the Heartland team has been happy with our go-live. ""","","","US","","C-00014","","","Tier 1","","8673764.16","1326235.84","Green","31","10000000.00","","Live - Hypercare"
"C-00015","Spectrm Publishing UG","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_Ej5SsNOjUbJYbN","CT-00015","CT-00015","","","","","Yes","No","No","No","No","No","","2020-01-01","0.00","0.00","0.00","0.00","Yes","No","failed","2025-07-30 15:54:10 UTC","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2019-01-14 11:56:00 UTC","2025-07-30 16:13:44 UTC","0","","","","0","No","0","","","","","","","Other","","","","","","","","","","","","","Renewal","28","","","","","","","","","C-00015","","","","","0.00","0.00","Green","","0.00","","Churned before go live"
"C-00016","Aquicore/ Infogrid","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_IqhZ6PMrE1llSe","CT-00016","CT-00016","","","","","Yes","No","No","No","No","No","","2025-07-02","3525.00","3525.00","42300.00","42300.00","No","Yes","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2019-01-24 13:01:17 UTC","2025-07-30 16:13:45 UTC","0","Alex, TBD","Hypercare Project","","0","No","0","","","","","","","QBO","2024-01-16","1 Green","","Max Rosenberg","2021-02-01","","Business Risk","","","They were acquired.","","","Renewal","30","","11/28/22 - Got acquired by InfoGrid and there is a possibility that the new org enforces a new billing platform upon them. Stewart will get a better idea in a few months. For now okay with 12 months renewal. Actively looking for: 1. Wants to send out mass email blast to customers already past due - Using the statement email template 2. Wants to look into quotes 3. Wants to understand how payments work 4. Looking forward to more robust reporting platform 11/10/21 - GREEN account. Scott Silverman shared: We are still enjoying the platform and really love how fast and helpful the support team is whenever a situation comes up. We are actively using the platform almost every day and are continuing to find ways to utilize all of this new data we are getting from Ordway. 11/10/21 - Rescheduled QBR to 12/15 due to customer avail. 9/27/21 - Rescheduling QBR to October. Renewal not due until Jan '23 9/28/21 - Rescheduled QBR due to file issue","","Working with their team to implement Inforgid UK and UK

likely need to refer them to a SFDC consultant as they lost their SFDC person - as it relates to the infogrid implementation","","","US","","C-00016","","","Tier 2","","7963012.98","2036987.02","Green","12","10000000.00","","Live - Support"
"C-00017","Global Mentoring Solutions","","business","","","Active","","Default","Net 10","USD","1st Day Of The Month","No","Yes","No","0.00","","Stripe","Stripe","cus_FUPo56OutKjN92","CT-00017","CT-00017","","","","","Yes","No","No","No","No","No","","2021-03-20","0.00","0.00","0.00","0.00","Yes","No","success","","","","sg@ordwaylabs.com","sg@ordwaylabs.com","2019-02-12 20:57:39 UTC","2025-07-30 16:13:45 UTC","0","","","","0","No","0","","","","","","","QBO","","","","","","","","","","","","","Renewal","31","","","","","","","","","C-00017","","","","","0.00","0.00","Green","","0.00","","Churned"
